ID;Geschlecht;Tonlage;Klang;Lautstaerke;Sprache;Gespraechsorientierung;Anrede;Satzpause;Sprechgeschwindigkeit;Satzlaenge;Ausdruck;alternative Keywords
223;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
224;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
225;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
226;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
227;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
228;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
229;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
230;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
231;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
232;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
233;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
234;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
235;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
236;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
237;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
238;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
239;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
240;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
241;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
242;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
243;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
244;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
245;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
246;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
247;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
248;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
249;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
250;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
251;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
252;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
253;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
254;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
255;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
256;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
257;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
258;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
259;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
260;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
261;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
262;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
263;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
264;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
265;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
266;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
267;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
268;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
269;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
270;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
271;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
272;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
273;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
274;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
275;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
276;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
277;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
278;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
279;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
280;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
281;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
282;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
283;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
284;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
285;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
286;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
287;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
288;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
289;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
290;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
291;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
292;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
293;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
294;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
295;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
296;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
297;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
298;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
299;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
300;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
301;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
302;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
303;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
304;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
305;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
306;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
307;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
308;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
309;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
310;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
311;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
312;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
313;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
314;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
315;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
316;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
317;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
318;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
319;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
320;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
321;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
322;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
323;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
324;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
325;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
326;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
327;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
328;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
329;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
330;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
331;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
332;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
333;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
334;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
335;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
336;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
337;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
338;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
339;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
340;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
341;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
342;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
343;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
344;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
345;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
346;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
347;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
348;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
349;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
350;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
351;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
352;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
353;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
354;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
355;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
356;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
357;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
358;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
359;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
360;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
361;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
362;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
363;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
364;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
365;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
366;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
367;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
368;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
369;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
370;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
371;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
372;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
373;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
374;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
375;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
376;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
377;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
378;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
379;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
380;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
381;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
382;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
383;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
384;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
385;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
386;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
387;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
388;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
389;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
390;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
391;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
392;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
393;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
394;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
395;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
396;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
397;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
398;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
399;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
400;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
401;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
402;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
403;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
404;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
405;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
406;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
407;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
408;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
409;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
410;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
411;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
412;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
413;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
414;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
415;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
416;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
417;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
418;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
419;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
420;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
421;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
422;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
423;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
424;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
425;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
426;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
427;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
428;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
429;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
430;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
431;maennlich;normal;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
